fname	inst_name	time	from_to	item	amount
367000solu.dat	367000	65->66	117->7	(117,	pic)	1.7
367000solu.dat	367000	65->66	117->7	(117,	vid)	2222.23
367000solu.dat	367000	66->67	5->13	(107,	pic)	1.7
367000solu.dat	367000	66->67	5->13	(107,	vid)	8924.03
367000solu.dat	367000	66->67	5->13	(113,	pic)	1.7
367000solu.dat	367000	66->67	5->13	(113,	vid)	6618.33
367000solu.dat	367000	66->67	6->13	(103,	vid)	10535.13
367000solu.dat	367000	66->67	7->12	(117,	vid)	10995.93
367000solu.dat	367000	66->67	7->13	(117,	pic)	1.7
367000solu.dat	367000	66->67	8->13	(111,	pic)	1.7
367000solu.dat	367000	66->67	8->13	(111,	vid)	11111.13
367000solu.dat	367000	66->67	9->10	(113,	vid)	4492.8
367000solu.dat	367000	66->67	9->11	(103,	pic)	1.7
367000solu.dat	367000	66->67	9->11	(103,	vid)	576.0
367000solu.dat	367000	66->67	9->12	(107,	vid)	2187.1
367000solu.dat	367000	66->67	9->13	(117,	vid)	115.2
767000solu.dat	No contents!
694000solu.dat	694000	50->51	106->2	(106,	vid)	115.2
694000solu.dat	694000	51->52	106->2	(106,	vid)	115.2
694000solu.dat	694000	51->52	2->4	(106,	vid)	115.2
694000solu.dat	694000	52->53	106->2	(106,	vid)	115.2
694000solu.dat	694000	52->53	2->4	(106,	vid)	115.2
694000solu.dat	694000	53->54	106->2	(106,	vid)	115.2
694000solu.dat	694000	53->54	2->4	(106,	vid)	115.2
694000solu.dat	694000	54->55	106->2	(106,	vid)	115.2
694000solu.dat	694000	54->55	2->4	(106,	vid)	115.2
694000solu.dat	694000	55->56	106->2	(106,	vid)	115.2
694000solu.dat	694000	55->56	2->4	(106,	vid)	115.2
694000solu.dat	694000	56->57	106->2	(106,	vid)	115.2
694000solu.dat	694000	56->57	2->4	(106,	vid)	115.2
694000solu.dat	694000	57->58	106->2	(106,	vid)	115.2
694000solu.dat	694000	57->58	2->4	(106,	vid)	115.2
694000solu.dat	694000	58->59	106->2	(106,	vid)	115.2
694000solu.dat	694000	58->59	2->4	(106,	vid)	115.2
694000solu.dat	694000	59->60	106->2	(106,	vid)	115.2
694000solu.dat	694000	59->60	2->4	(106,	vid)	115.2
694000solu.dat	694000	60->61	106->2	(106,	vid)	115.2
694000solu.dat	694000	60->61	2->4	(106,	vid)	115.2
694000solu.dat	694000	61->62	106->2	(106,	vid)	115.2
694000solu.dat	694000	61->62	2->4	(106,	vid)	115.2
694000solu.dat	694000	62->63	106->2	(106,	vid)	115.2
694000solu.dat	694000	62->63	2->4	(106,	vid)	115.2
694000solu.dat	694000	63->64	106->2	(106,	vid)	115.2
694000solu.dat	694000	63->64	2->4	(106,	vid)	115.2
694000solu.dat	694000	64->65	106->2	(106,	vid)	115.2
694000solu.dat	694000	64->65	2->4	(106,	vid)	115.2
694000solu.dat	694000	65->66	106->2	(106,	vid)	115.2
694000solu.dat	694000	65->66	2->4	(106,	vid)	115.2
694000solu.dat	694000	66->67	106->2	(106,	vid)	115.2
694000solu.dat	694000	66->67	2->4	(106,	vid)	115.2
694000solu.dat	694000	67->68	106->2	(106,	vid)	115.2
694000solu.dat	694000	67->68	2->4	(106,	vid)	115.2
694000solu.dat	694000	68->69	106->2	(106,	vid)	115.2
694000solu.dat	694000	68->69	2->4	(106,	vid)	115.2
694000solu.dat	694000	69->70	106->2	(106,	vid)	115.2
694000solu.dat	694000	69->70	2->4	(106,	vid)	115.2
694000solu.dat	694000	70->71	106->2	(106,	vid)	115.2
694000solu.dat	694000	70->71	2->4	(106,	vid)	115.2
694000solu.dat	694000	71->72	106->2	(106,	vid)	115.2
694000solu.dat	694000	71->72	2->4	(106,	vid)	115.2
694000solu.dat	694000	72->73	106->2	(106,	vid)	115.2
694000solu.dat	694000	72->73	2->4	(106,	vid)	115.2
694000solu.dat	694000	73->74	106->2	(106,	vid)	115.2
694000solu.dat	694000	73->74	2->4	(106,	vid)	115.2
694000solu.dat	694000	74->75	106->2	(106,	vid)	115.2
694000solu.dat	694000	74->75	2->4	(106,	vid)	115.2
694000solu.dat	694000	75->76	106->2	(106,	vid)	115.2
694000solu.dat	694000	75->76	2->4	(106,	vid)	115.2
694000solu.dat	694000	76->77	106->2	(106,	vid)	115.2
694000solu.dat	694000	76->77	2->4	(106,	vid)	115.2
694000solu.dat	694000	77->78	106->2	(106,	vid)	115.2
694000solu.dat	694000	77->78	2->4	(106,	vid)	115.2
694000solu.dat	694000	78->79	106->2	(106,	vid)	115.2
694000solu.dat	694000	78->79	2->4	(106,	vid)	115.2
694000solu.dat	694000	79->80	106->2	(106,	vid)	115.2
694000solu.dat	694000	79->80	2->4	(106,	vid)	115.2
694000solu.dat	694000	80->81	106->2	(106,	vid)	115.2
694000solu.dat	694000	80->81	2->4	(106,	vid)	115.2
694000solu.dat	694000	81->82	106->2	(106,	vid)	115.2
694000solu.dat	694000	81->82	2->4	(106,	vid)	115.2
694000solu.dat	694000	82->83	106->2	(106,	vid)	115.2
694000solu.dat	694000	82->83	2->4	(106,	vid)	115.2
694000solu.dat	694000	83->84	106->2	(106,	vid)	115.2
694000solu.dat	694000	83->84	2->4	(106,	vid)	115.2
694000solu.dat	694000	84->85	106->2	(106,	vid)	115.2
694000solu.dat	694000	84->85	2->4	(106,	vid)	115.2
694000solu.dat	694000	85->86	106->2	(106,	vid)	115.2
694000solu.dat	694000	85->86	2->4	(106,	vid)	115.2
694000solu.dat	694000	86->87	106->2	(106,	vid)	115.2
694000solu.dat	694000	86->87	2->4	(106,	vid)	115.2
694000solu.dat	694000	87->88	106->2	(106,	vid)	115.2
694000solu.dat	694000	87->88	2->4	(106,	vid)	115.2
694000solu.dat	694000	88->89	106->2	(106,	vid)	115.2
694000solu.dat	694000	88->89	2->4	(106,	vid)	115.2
694000solu.dat	694000	89->90	106->2	(106,	vid)	115.2
694000solu.dat	694000	89->90	2->4	(106,	vid)	115.2
694000solu.dat	694000	90->91	106->2	(106,	vid)	115.2
694000solu.dat	694000	90->91	2->4	(106,	vid)	115.2
694000solu.dat	694000	91->92	106->2	(106,	vid)	115.2
694000solu.dat	694000	91->92	2->4	(106,	vid)	115.2
694000solu.dat	694000	92->93	106->2	(106,	vid)	115.2
694000solu.dat	694000	92->93	2->4	(106,	vid)	115.2
694000solu.dat	694000	93->94	106->2	(106,	vid)	1713.08
694000solu.dat	694000	93->94	2->4	(106,	vid)	115.2
694000solu.dat	694000	94->95	106->2	(106,	vid)	2222.23
694000solu.dat	694000	94->95	2->4	(106,	vid)	115.2
694000solu.dat	694000	95->96	106->2	(106,	pic)	1.7
694000solu.dat	694000	95->96	106->2	(106,	vid)	2222.23
694000solu.dat	694000	96->97	2->6	(106,	pic)	1.7
694000solu.dat	694000	96->97	2->6	(106,	vid)	6042.33
694000solu.dat	694000	96->97	4->6	(106,	vid)	5068.8
861000solu.dat	861000	0->1	101->3	(101,	pic)	1.7
861000solu.dat	861000	0->1	108->3	(108,	pic)	1.7
861000solu.dat	861000	1->2	108->3	(108,	vid)	2222.23
861000solu.dat	861000	1->2	3->4	(108,	pic)	1.7
861000solu.dat	861000	2->3	101->3	(101,	vid)	2222.23
861000solu.dat	861000	2->3	3->4	(101,	pic)	1.7
861000solu.dat	861000	3->4	101->3	(101,	vid)	2222.23
861000solu.dat	861000	4->5	108->3	(108,	vid)	2222.23
861000solu.dat	861000	6->7	108->3	(108,	vid)	2222.23
861000solu.dat	861000	7->8	108->3	(108,	vid)	2222.23
861000solu.dat	861000	80->81	101->3	(101,	vid)	2222.23
861000solu.dat	861000	82->83	101->3	(101,	vid)	2222.23
861000solu.dat	861000	82->83	108->3	(108,	vid)	2222.23
861000solu.dat	861000	83->84	101->3	(101,	vid)	2222.23
861000solu.dat	861000	84->85	3->6	(101,	vid)	11111.13
861000solu.dat	861000	84->85	3->6	(108,	vid)	11111.13
861000solu.dat	861000	84->85	4->6	(101,	pic)	1.7
861000solu.dat	861000	84->85	4->6	(108,	pic)	1.7
422000solu.dat	422000	0->1	102->3	(102,	pic)	1.7
422000solu.dat	422000	0->1	102->3	(102,	vid)	228.7
422000solu.dat	422000	0->1	113->5	(113,	pic)	1.7
422000solu.dat	422000	0->1	113->5	(113,	vid)	2222.23
422000solu.dat	422000	1->2	3->7	(102,	pic)	1.7
422000solu.dat	422000	1->2	3->7	(102,	vid)	113.5
422000solu.dat	422000	2->3	101->4	(101,	pic)	1.7
422000solu.dat	422000	2->3	102->3	(102,	vid)	2222.23
422000solu.dat	422000	2->3	3->7	(102,	vid)	115.2
422000solu.dat	422000	3->4	3->7	(102,	vid)	115.2
422000solu.dat	422000	4->5	101->4	(101,	vid)	1646.23
422000solu.dat	422000	4->5	3->7	(102,	vid)	113.5
422000solu.dat	422000	4->5	4->7	(101,	pic)	1.7
422000solu.dat	422000	5->6	102->3	(102,	vid)	1993.53
422000solu.dat	422000	5->6	113->6	(113,	vid)	1646.23
422000solu.dat	422000	5->6	3->7	(102,	vid)	115.2
422000solu.dat	422000	6->7	101->4	(101,	vid)	2222.23
422000solu.dat	422000	6->7	101->5	(101,	vid)	115.2
422000solu.dat	422000	6->7	102->3	(102,	vid)	2222.23
422000solu.dat	422000	6->7	113->6	(113,	vid)	2222.23
422000solu.dat	422000	6->7	6->7	(113,	vid)	115.2
422000solu.dat	422000	7->8	101->4	(101,	vid)	2222.23
422000solu.dat	422000	7->8	101->5	(101,	vid)	115.2
422000solu.dat	422000	7->8	102->3	(102,	vid)	2222.23
422000solu.dat	422000	7->8	5->7	(101,	vid)	115.2
422000solu.dat	422000	8->9	101->5	(101,	vid)	115.2
422000solu.dat	422000	8->9	102->3	(102,	vid)	2222.23
422000solu.dat	422000	8->9	5->7	(101,	vid)	115.2
422000solu.dat	422000	9->10	101->5	(101,	vid)	115.2
422000solu.dat	422000	9->10	5->7	(101,	vid)	115.2
422000solu.dat	422000	10->11	101->5	(101,	vid)	115.2
422000solu.dat	422000	10->11	5->7	(101,	vid)	115.2
422000solu.dat	422000	11->12	101->5	(101,	vid)	2222.23
422000solu.dat	422000	11->12	5->7	(101,	vid)	115.2
422000solu.dat	422000	12->13	101->5	(101,	vid)	2222.23
422000solu.dat	422000	12->13	5->7	(101,	vid)	115.2
422000solu.dat	422000	13->14	6->7	(113,	vid)	115.2
422000solu.dat	422000	14->15	6->7	(113,	vid)	115.2
422000solu.dat	422000	15->16	6->7	(113,	vid)	115.2
422000solu.dat	422000	16->17	6->7	(113,	vid)	115.2
422000solu.dat	422000	17->18	6->7	(113,	vid)	115.2
422000solu.dat	422000	18->19	6->7	(113,	vid)	115.2
422000solu.dat	422000	19->20	5->7	(113,	pic)	1.7
422000solu.dat	422000	19->20	6->7	(113,	vid)	113.5
422000solu.dat	422000	20->21	6->7	(113,	vid)	115.2
422000solu.dat	422000	21->22	6->7	(113,	vid)	115.2
422000solu.dat	422000	22->23	6->7	(113,	vid)	115.2
422000solu.dat	422000	23->24	6->7	(113,	vid)	115.2
422000solu.dat	422000	24->25	6->7	(113,	vid)	115.2
422000solu.dat	422000	25->26	6->7	(113,	vid)	115.2
422000solu.dat	422000	26->27	6->7	(113,	vid)	115.2
422000solu.dat	422000	27->28	6->7	(113,	vid)	115.2
422000solu.dat	422000	28->29	6->7	(113,	vid)	115.2
422000solu.dat	422000	29->30	6->7	(113,	vid)	115.2
422000solu.dat	422000	30->31	6->7	(113,	vid)	115.2
422000solu.dat	422000	31->32	6->7	(113,	vid)	115.2
422000solu.dat	422000	32->33	6->7	(113,	vid)	115.2
422000solu.dat	422000	33->34	6->7	(113,	vid)	115.2
422000solu.dat	422000	34->35	6->7	(113,	vid)	115.2
422000solu.dat	422000	35->36	6->7	(113,	vid)	115.2
422000solu.dat	422000	36->37	6->7	(113,	vid)	115.2
422000solu.dat	422000	37->38	6->7	(113,	vid)	115.2
422000solu.dat	422000	38->39	6->7	(113,	vid)	115.2
422000solu.dat	422000	39->40	6->7	(113,	vid)	115.2
422000solu.dat	422000	40->41	6->7	(113,	vid)	115.2
422000solu.dat	422000	41->42	6->7	(113,	vid)	115.2
422000solu.dat	422000	43->44	6->7	(113,	vid)	68.55
422000solu.dat	422000	44->45	6->7	(113,	vid)	115.2
422000solu.dat	422000	47->48	6->7	(113,	vid)	115.2
422000solu.dat	422000	51->52	113->6	(113,	vid)	115.2
422000solu.dat	422000	51->52	6->7	(113,	vid)	115.2
422000solu.dat	422000	52->53	113->6	(113,	vid)	115.2
422000solu.dat	422000	52->53	6->7	(113,	vid)	115.2
422000solu.dat	422000	53->54	113->6	(113,	vid)	115.2
422000solu.dat	422000	53->54	6->7	(113,	vid)	115.2
422000solu.dat	422000	54->55	113->6	(113,	vid)	115.2
422000solu.dat	422000	54->55	6->7	(113,	vid)	115.2
422000solu.dat	422000	55->56	113->6	(113,	vid)	115.2
422000solu.dat	422000	55->56	6->7	(113,	vid)	115.2
422000solu.dat	422000	56->57	113->6	(113,	vid)	2222.23
422000solu.dat	422000	56->57	6->7	(113,	vid)	115.2
422000solu.dat	422000	57->58	113->6	(113,	vid)	2222.23
422000solu.dat	422000	57->58	6->7	(113,	vid)	115.2
422000solu.dat	422000	59->60	3->11	(102,	vid)	10538.53
422000solu.dat	422000	59->60	4->11	(101,	vid)	6090.68
422000solu.dat	422000	59->60	5->11	(101,	vid)	4329.25
422000solu.dat	422000	59->60	5->11	(113,	vid)	2222.23
422000solu.dat	422000	59->60	6->11	(113,	vid)	4329.25
422000solu.dat	422000	59->60	7->10	(101,	pic)	1.7
422000solu.dat	422000	59->60	7->10	(101,	vid)	691.2
422000solu.dat	422000	59->60	7->10	(102,	vid)	572.6
422000solu.dat	422000	59->60	7->11	(102,	pic)	1.7
422000solu.dat	422000	59->60	7->11	(113,	pic)	1.7
422000solu.dat	422000	59->60	7->11	(113,	vid)	4559.65
634000solu.dat	No contents!
623000solu.dat	623000	0->1	102->3	(102,	pic)	1.7
623000solu.dat	623000	0->1	106->1	(106,	pic)	1.7
623000solu.dat	623000	0->1	106->1	(106,	vid)	115.2
623000solu.dat	623000	1->2	102->3	(102,	vid)	2222.23
623000solu.dat	623000	1->2	102->5	(102,	vid)	2222.23
623000solu.dat	623000	1->2	1->6	(106,	vid)	115.2
623000solu.dat	623000	2->3	3->6	(102,	pic)	1.7
623000solu.dat	623000	2->3	5->6	(102,	vid)	113.5
623000solu.dat	623000	3->4	102->5	(102,	vid)	2222.23
623000solu.dat	623000	3->4	106->1	(106,	vid)	2222.23
623000solu.dat	623000	3->4	3->6	(102,	vid)	115.2
623000solu.dat	623000	4->5	1->6	(106,	vid)	115.2
623000solu.dat	623000	5->6	1->6	(106,	pic)	1.7
623000solu.dat	623000	5->6	1->6	(106,	vid)	113.5
623000solu.dat	623000	6->7	1->6	(106,	vid)	115.2
623000solu.dat	623000	7->8	106->1	(106,	vid)	2222.23
623000solu.dat	623000	7->8	1->6	(106,	vid)	115.2
623000solu.dat	623000	8->9	1->6	(106,	vid)	115.2
623000solu.dat	623000	9->10	1->6	(106,	vid)	115.2
623000solu.dat	623000	10->11	1->6	(106,	vid)	115.2
623000solu.dat	623000	11->12	1->6	(106,	vid)	115.2
623000solu.dat	623000	12->13	1->6	(106,	vid)	115.2
623000solu.dat	623000	13->14	1->6	(106,	vid)	115.2
623000solu.dat	623000	14->15	1->6	(106,	vid)	115.2
623000solu.dat	623000	15->16	1->6	(106,	vid)	115.2
623000solu.dat	623000	16->17	1->6	(106,	vid)	115.2
623000solu.dat	623000	17->18	1->6	(106,	vid)	115.2
623000solu.dat	623000	18->19	1->6	(106,	vid)	115.2
623000solu.dat	623000	19->20	1->6	(106,	vid)	115.2
623000solu.dat	623000	20->21	1->6	(106,	vid)	115.2
623000solu.dat	623000	21->22	1->6	(106,	vid)	115.2
623000solu.dat	623000	22->23	1->6	(106,	vid)	115.2
623000solu.dat	623000	23->24	1->6	(106,	vid)	115.2
623000solu.dat	623000	24->25	1->6	(106,	vid)	115.2
623000solu.dat	623000	25->26	106->1	(106,	vid)	2107.03
623000solu.dat	623000	25->26	1->6	(106,	vid)	115.2
623000solu.dat	623000	26->27	1->6	(106,	vid)	115.2
623000solu.dat	623000	27->28	1->6	(106,	vid)	115.2
623000solu.dat	623000	28->29	106->1	(106,	vid)	2222.23
623000solu.dat	623000	28->29	1->6	(106,	vid)	115.2
623000solu.dat	623000	29->30	1->6	(106,	vid)	115.2
623000solu.dat	623000	30->31	1->6	(106,	vid)	115.2
623000solu.dat	623000	31->32	1->6	(106,	vid)	115.2
623000solu.dat	623000	32->33	1->6	(106,	vid)	115.2
623000solu.dat	623000	33->34	102->5	(102,	vid)	2222.23
623000solu.dat	623000	33->34	106->1	(106,	vid)	2222.23
623000solu.dat	623000	33->34	1->6	(106,	vid)	115.2
623000solu.dat	623000	34->35	102->5	(102,	vid)	2222.23
623000solu.dat	623000	34->35	1->6	(106,	vid)	115.2
623000solu.dat	623000	35->36	1->6	(106,	vid)	115.2
623000solu.dat	623000	36->37	1->8	(106,	vid)	7311.23
623000solu.dat	623000	36->37	3->8	(102,	vid)	2107.03
623000solu.dat	623000	36->37	5->8	(102,	vid)	8775.41
623000solu.dat	623000	36->37	6->8	(102,	pic)	1.7
623000solu.dat	623000	36->37	6->8	(102,	vid)	228.7
623000solu.dat	623000	36->37	6->8	(106,	pic)	1.7
623000solu.dat	623000	36->37	6->8	(106,	vid)	3799.9
837000solu.dat	837000	0->1	103->3	(103,	pic)	1.7
837000solu.dat	837000	0->1	103->3	(103,	vid)	2222.23
837000solu.dat	837000	1->2	103->3	(103,	vid)	2222.23
837000solu.dat	837000	1->2	3->5	(103,	pic)	1.7
837000solu.dat	837000	2->3	103->3	(103,	vid)	2222.23
837000solu.dat	837000	5->6	103->3	(103,	vid)	2222.23
837000solu.dat	837000	6->7	103->3	(103,	vid)	2222.23
837000solu.dat	837000	107->108	3->8	(103,	vid)	11111.13
837000solu.dat	837000	107->108	5->8	(103,	pic)	1.7
915000solu.dat	915000	0->1	102->1	(102,	pic)	1.7
915000solu.dat	915000	0->1	102->1	(102,	vid)	2222.23
915000solu.dat	915000	2->3	1->6	(102,	pic)	1.7
915000solu.dat	915000	3->4	102->1	(102,	vid)	2222.23
915000solu.dat	915000	4->5	102->1	(102,	vid)	2222.23
915000solu.dat	915000	6->7	102->1	(102,	vid)	2222.23
915000solu.dat	915000	7->8	102->1	(102,	vid)	2222.23
915000solu.dat	915000	49->50	1->7	(102,	vid)	11111.13
915000solu.dat	915000	49->50	6->7	(102,	pic)	1.7
904000solu.dat	904000	0->1	108->2	(108,	pic)	1.7
904000solu.dat	904000	0->1	108->2	(108,	vid)	2222.23
904000solu.dat	904000	1->2	2->5	(108,	pic)	1.7
904000solu.dat	904000	5->6	2->5	(108,	vid)	115.2
904000solu.dat	904000	6->7	2->5	(108,	vid)	115.2
904000solu.dat	904000	7->8	108->2	(108,	vid)	2222.23
904000solu.dat	904000	7->8	2->5	(108,	vid)	115.2
904000solu.dat	904000	8->9	2->5	(108,	vid)	115.2
904000solu.dat	904000	9->10	2->5	(108,	vid)	115.2
904000solu.dat	904000	10->11	2->5	(108,	vid)	115.2
904000solu.dat	904000	11->12	2->5	(108,	vid)	115.2
904000solu.dat	904000	12->13	2->5	(108,	vid)	115.2
904000solu.dat	904000	13->14	2->5	(108,	vid)	115.2
904000solu.dat	904000	14->15	2->5	(108,	vid)	115.2
904000solu.dat	904000	15->16	2->5	(108,	vid)	115.2
904000solu.dat	904000	16->17	2->5	(108,	vid)	115.2
904000solu.dat	904000	17->18	2->5	(108,	vid)	115.2
904000solu.dat	904000	18->19	2->5	(108,	vid)	115.2
904000solu.dat	904000	19->20	2->5	(108,	vid)	115.2
904000solu.dat	904000	20->21	2->5	(108,	vid)	115.2
904000solu.dat	904000	21->22	2->5	(108,	vid)	115.2
904000solu.dat	904000	22->23	2->5	(108,	vid)	115.2
904000solu.dat	904000	23->24	2->5	(108,	vid)	115.2
904000solu.dat	904000	24->25	2->5	(108,	vid)	115.2
904000solu.dat	904000	25->26	2->5	(108,	vid)	115.2
904000solu.dat	904000	26->27	2->5	(108,	vid)	115.2
904000solu.dat	904000	27->28	2->5	(108,	vid)	115.2
904000solu.dat	904000	28->29	2->5	(108,	vid)	115.2
904000solu.dat	904000	29->30	2->5	(108,	vid)	115.2
904000solu.dat	904000	30->31	108->2	(108,	vid)	2222.23
904000solu.dat	904000	30->31	2->5	(108,	vid)	115.2
904000solu.dat	904000	31->32	2->5	(108,	vid)	115.2
904000solu.dat	904000	32->33	2->5	(108,	vid)	115.2
904000solu.dat	904000	33->34	2->5	(108,	vid)	115.2
904000solu.dat	904000	34->35	108->2	(108,	vid)	2222.23
904000solu.dat	904000	34->35	2->5	(108,	vid)	115.2
904000solu.dat	904000	35->36	108->2	(108,	vid)	2222.23
904000solu.dat	904000	35->36	2->5	(108,	vid)	115.2
904000solu.dat	904000	57->58	2->6	(108,	vid)	7539.93
904000solu.dat	904000	57->58	5->6	(108,	pic)	1.7
904000solu.dat	904000	57->58	5->6	(108,	vid)	3571.2
351000solu.dat	351000	0->1	101->1	(101,	pic)	1.7
351000solu.dat	351000	0->1	102->2	(102,	pic)	1.7
351000solu.dat	351000	0->1	102->2	(102,	vid)	2222.23
351000solu.dat	351000	0->1	111->6	(111,	pic)	1.7
351000solu.dat	351000	0->1	111->6	(111,	vid)	2222.23
351000solu.dat	351000	0->1	118->1	(118,	pic)	1.7
351000solu.dat	351000	0->1	122->2	(122,	pic)	1.7
351000solu.dat	351000	0->1	122->2	(122,	vid)	2222.23
351000solu.dat	351000	1->2	101->1	(101,	vid)	2222.23
351000solu.dat	351000	1->2	102->2	(102,	vid)	2222.23
351000solu.dat	351000	1->2	111->6	(111,	vid)	2222.23
351000solu.dat	351000	1->2	118->1	(118,	vid)	2222.23
351000solu.dat	351000	1->2	122->2	(122,	vid)	2222.23
351000solu.dat	351000	1->2	1->10	(101,	pic)	1.7
351000solu.dat	351000	1->2	2->10	(122,	pic)	1.7
351000solu.dat	351000	1->2	6->10	(111,	pic)	1.7
351000solu.dat	351000	2->3	102->2	(102,	vid)	2222.23
351000solu.dat	351000	4->5	102->2	(102,	vid)	2222.23
351000solu.dat	351000	4->5	122->2	(122,	vid)	2222.23
351000solu.dat	351000	6->7	102->2	(102,	vid)	2222.23
351000solu.dat	351000	6->7	111->6	(111,	vid)	2222.23
351000solu.dat	351000	7->8	122->2	(122,	vid)	2222.23
351000solu.dat	351000	8->9	122->2	(122,	vid)	2222.23
351000solu.dat	351000	8->9	1->10	(118,	vid)	113.5
351000solu.dat	351000	8->9	2->10	(102,	pic)	1.7
351000solu.dat	351000	9->10	2->10	(122,	vid)	115.2
351000solu.dat	351000	10->11	1->10	(118,	vid)	115.2
351000solu.dat	351000	11->12	1->10	(118,	vid)	115.2
351000solu.dat	351000	12->13	1->10	(118,	pic)	1.7
351000solu.dat	351000	12->13	6->10	(111,	vid)	113.5
351000solu.dat	351000	13->14	6->10	(111,	vid)	115.2
351000solu.dat	351000	14->15	6->10	(111,	vid)	115.2
351000solu.dat	351000	15->16	6->10	(111,	vid)	115.2
351000solu.dat	351000	16->17	6->10	(111,	vid)	115.2
351000solu.dat	351000	17->18	6->10	(111,	vid)	115.2
351000solu.dat	351000	18->19	6->10	(111,	vid)	115.2
351000solu.dat	351000	19->20	6->10	(111,	vid)	115.2
351000solu.dat	351000	20->21	6->10	(111,	vid)	115.2
351000solu.dat	351000	21->22	6->10	(111,	vid)	115.2
351000solu.dat	351000	22->23	6->10	(111,	vid)	115.2
351000solu.dat	351000	23->24	101->1	(101,	vid)	2222.23
351000solu.dat	351000	23->24	6->10	(111,	vid)	115.2
351000solu.dat	351000	24->25	6->10	(111,	vid)	115.2
351000solu.dat	351000	25->26	6->10	(111,	vid)	115.2
351000solu.dat	351000	26->27	6->10	(111,	vid)	115.2
351000solu.dat	351000	27->28	6->10	(111,	vid)	115.2
351000solu.dat	351000	28->29	6->10	(111,	vid)	115.2
351000solu.dat	351000	29->30	6->10	(111,	vid)	115.2
351000solu.dat	351000	30->31	6->10	(111,	vid)	115.2
351000solu.dat	351000	31->32	6->10	(111,	vid)	115.2
351000solu.dat	351000	32->33	6->10	(111,	vid)	115.2
351000solu.dat	351000	33->34	6->10	(111,	vid)	115.2
351000solu.dat	351000	34->35	6->10	(111,	vid)	115.2
351000solu.dat	351000	35->36	118->1	(118,	vid)	2222.23
351000solu.dat	351000	35->36	6->10	(111,	vid)	115.2
351000solu.dat	351000	36->37	6->10	(111,	vid)	115.2
351000solu.dat	351000	37->38	6->10	(111,	vid)	115.2
351000solu.dat	351000	38->39	6->10	(111,	vid)	115.2
351000solu.dat	351000	39->40	6->10	(111,	vid)	115.2
351000solu.dat	351000	40->41	6->10	(111,	vid)	115.2
351000solu.dat	351000	41->42	6->10	(111,	vid)	115.2
351000solu.dat	351000	42->43	101->1	(101,	vid)	2222.23
351000solu.dat	351000	42->43	118->1	(118,	vid)	2222.23
351000solu.dat	351000	42->43	6->10	(111,	vid)	115.2
351000solu.dat	351000	43->44	6->10	(111,	vid)	115.2
351000solu.dat	351000	44->45	6->10	(111,	vid)	115.2
351000solu.dat	351000	45->46	6->10	(111,	vid)	115.2
351000solu.dat	351000	46->47	101->1	(101,	vid)	2222.23
351000solu.dat	351000	46->47	111->6	(111,	vid)	2222.23
351000solu.dat	351000	46->47	118->1	(118,	vid)	2222.23
351000solu.dat	351000	48->49	101->1	(101,	vid)	2222.23
351000solu.dat	351000	48->49	118->1	(118,	vid)	2222.23
351000solu.dat	351000	49->50	111->6	(111,	vid)	2222.23
351000solu.dat	351000	51->52	1->12	(101,	vid)	11111.13
351000solu.dat	351000	51->52	1->12	(118,	vid)	10767.23
351000solu.dat	351000	51->52	2->12	(102,	vid)	11111.13
351000solu.dat	351000	51->52	2->12	(122,	vid)	10995.93
351000solu.dat	351000	51->52	6->12	(111,	vid)	7196.03
351000solu.dat	351000	51->52	10->11	(101,	pic)	1.7
351000solu.dat	351000	51->52	10->11	(102,	pic)	1.7
351000solu.dat	351000	51->52	10->11	(111,	pic)	1.7
351000solu.dat	351000	51->52	10->11	(111,	vid)	3915.1
351000solu.dat	351000	51->52	10->11	(118,	pic)	1.7
351000solu.dat	351000	51->52	10->11	(118,	vid)	343.9
351000solu.dat	351000	51->52	10->11	(122,	vid)	115.2
351000solu.dat	351000	51->52	10->12	(122,	pic)	1.7
469000solu.dat	469000	0->1	112->2	(112,	pic)	1.7
469000solu.dat	469000	0->1	112->2	(112,	vid)	2222.23
469000solu.dat	469000	0->1	113->1	(113,	pic)	1.7
469000solu.dat	469000	0->1	113->1	(113,	vid)	2222.23
469000solu.dat	469000	0->1	121->6	(121,	pic)	1.7
469000solu.dat	469000	0->1	121->6	(121,	vid)	2222.23
469000solu.dat	469000	1->2	113->1	(113,	vid)	2222.23
469000solu.dat	469000	1->2	1->9	(113,	pic)	1.7
469000solu.dat	469000	1->2	1->9	(113,	vid)	110.1
469000solu.dat	469000	1->2	2->9	(112,	pic)	1.7
469000solu.dat	469000	1->2	6->9	(121,	pic)	1.7
469000solu.dat	469000	2->3	1->9	(113,	vid)	115.2
469000solu.dat	469000	3->4	113->1	(113,	vid)	2222.23
469000solu.dat	469000	3->4	1->9	(113,	vid)	115.2
469000solu.dat	469000	4->5	112->2	(112,	vid)	2222.23
469000solu.dat	469000	4->5	113->1	(113,	vid)	2222.23
469000solu.dat	469000	4->5	121->6	(121,	vid)	2222.23
469000solu.dat	469000	4->5	1->9	(113,	vid)	115.2
469000solu.dat	469000	5->6	112->2	(112,	vid)	2222.23
469000solu.dat	469000	5->6	113->1	(113,	vid)	2222.23
469000solu.dat	469000	5->6	121->6	(121,	vid)	2222.23
469000solu.dat	469000	5->6	1->9	(113,	vid)	115.2
