fname	inst_name	time	from_to	item	amount
469000solu.dat	469000	6->7	112->2	(112,	vid)	2222.23
469000solu.dat	469000	6->7	6->9	(121,	vid)	115.2
469000solu.dat	469000	7->8	112->2	(112,	vid)	2222.23
469000solu.dat	469000	7->8	6->9	(121,	vid)	115.2
469000solu.dat	469000	8->9	6->9	(121,	vid)	115.2
469000solu.dat	469000	9->10	6->9	(121,	vid)	115.2
469000solu.dat	469000	10->11	6->9	(121,	vid)	115.2
469000solu.dat	469000	11->12	6->9	(121,	vid)	115.2
469000solu.dat	469000	12->13	6->9	(121,	vid)	115.2
469000solu.dat	469000	13->14	6->9	(121,	vid)	115.2
469000solu.dat	469000	14->15	6->9	(121,	vid)	115.2
469000solu.dat	469000	15->16	6->9	(121,	vid)	115.2
469000solu.dat	469000	16->17	6->9	(121,	vid)	115.2
469000solu.dat	469000	17->18	6->9	(121,	vid)	115.2
469000solu.dat	469000	18->19	121->6	(121,	vid)	2222.23
469000solu.dat	469000	18->19	6->9	(121,	vid)	115.2
469000solu.dat	469000	19->20	6->9	(121,	vid)	115.2
469000solu.dat	469000	20->21	6->9	(121,	vid)	115.2
469000solu.dat	469000	21->22	6->9	(121,	vid)	115.2
469000solu.dat	469000	22->23	6->9	(121,	vid)	115.2
469000solu.dat	469000	23->24	6->9	(121,	vid)	115.2
469000solu.dat	469000	24->25	6->9	(121,	vid)	115.2
469000solu.dat	469000	25->26	6->9	(121,	vid)	115.2
469000solu.dat	469000	26->27	6->9	(121,	vid)	115.2
469000solu.dat	469000	27->28	6->9	(121,	vid)	115.2
469000solu.dat	469000	28->29	6->9	(121,	vid)	115.2
469000solu.dat	469000	29->30	6->9	(121,	vid)	115.2
469000solu.dat	469000	30->31	6->9	(121,	vid)	115.2
469000solu.dat	469000	31->32	6->9	(121,	vid)	115.2
469000solu.dat	469000	32->33	6->9	(121,	vid)	115.2
469000solu.dat	469000	33->34	6->9	(121,	vid)	115.2
469000solu.dat	469000	34->35	6->9	(121,	vid)	115.2
469000solu.dat	469000	35->36	121->6	(121,	vid)	2222.23
469000solu.dat	469000	35->36	6->9	(121,	vid)	115.2
469000solu.dat	469000	36->37	6->9	(121,	vid)	115.2
469000solu.dat	469000	37->38	6->9	(121,	vid)	115.2
469000solu.dat	469000	38->39	1->12	(113,	vid)	10540.23
469000solu.dat	469000	38->39	2->12	(112,	vid)	11111.13
469000solu.dat	469000	38->39	6->12	(121,	vid)	7424.73
469000solu.dat	469000	38->39	9->10	(113,	pic)	1.7
469000solu.dat	469000	38->39	9->10	(121,	vid)	3686.4
469000solu.dat	469000	38->39	9->11	(113,	vid)	570.9
469000solu.dat	469000	38->39	9->12	(112,	pic)	1.7
469000solu.dat	469000	38->39	9->13	(121,	pic)	1.7
754000solu.dat	754000	0->1	103->2	(103,	pic)	1.7
754000solu.dat	754000	1->2	103->2	(103,	vid)	2222.23
754000solu.dat	754000	1->2	2->6	(103,	pic)	1.7
754000solu.dat	754000	2->3	103->2	(103,	vid)	2222.23
754000solu.dat	754000	2->3	2->6	(103,	vid)	115.2
754000solu.dat	754000	3->4	2->6	(103,	vid)	115.2
754000solu.dat	754000	4->5	2->6	(103,	vid)	115.2
754000solu.dat	754000	5->6	2->6	(103,	vid)	115.2
754000solu.dat	754000	6->7	103->2	(103,	vid)	2222.23
754000solu.dat	754000	6->7	2->6	(103,	vid)	115.2
754000solu.dat	754000	7->8	103->2	(103,	vid)	2222.23
754000solu.dat	754000	7->8	2->6	(103,	vid)	115.2
754000solu.dat	754000	8->9	103->2	(103,	vid)	2222.23
754000solu.dat	754000	8->9	2->6	(103,	vid)	115.2
754000solu.dat	754000	9->10	2->6	(103,	vid)	115.2
754000solu.dat	754000	34->35	2->9	(103,	vid)	10189.53
754000solu.dat	754000	34->35	6->9	(103,	pic)	1.7
754000solu.dat	754000	34->35	6->9	(103,	vid)	921.6
615000solu.dat	No contents!
235000solu.dat	235000	0->1	102->2	(102,	pic)	1.7
235000solu.dat	235000	0->1	103->3	(103,	pic)	1.7
235000solu.dat	235000	0->1	114->5	(114,	pic)	1.7
235000solu.dat	235000	0->1	114->5	(114,	vid)	225.3
235000solu.dat	235000	1->2	2->6	(102,	pic)	1.7
235000solu.dat	235000	1->2	3->6	(103,	pic)	1.7
235000solu.dat	235000	1->2	5->6	(114,	pic)	1.7
235000solu.dat	235000	1->2	5->6	(114,	vid)	110.1
235000solu.dat	235000	2->3	114->5	(114,	vid)	2222.23
235000solu.dat	235000	2->3	5->6	(114,	vid)	115.2
235000solu.dat	235000	3->4	102->3	(102,	vid)	2222.23
235000solu.dat	235000	3->4	103->2	(103,	vid)	2222.23
235000solu.dat	235000	3->4	103->3	(103,	vid)	2222.23
235000solu.dat	235000	3->4	5->6	(114,	vid)	115.2
235000solu.dat	235000	4->5	5->6	(114,	vid)	115.2
235000solu.dat	235000	5->6	102->2	(102,	vid)	2222.23
235000solu.dat	235000	5->6	114->5	(114,	vid)	854.75
235000solu.dat	235000	5->6	5->6	(114,	vid)	115.2
235000solu.dat	235000	6->7	5->6	(114,	vid)	115.2
235000solu.dat	235000	7->8	5->6	(114,	vid)	115.2
235000solu.dat	235000	8->9	2->6	(103,	vid)	115.2
235000solu.dat	235000	9->10	5->6	(114,	vid)	115.2
235000solu.dat	235000	10->11	5->6	(114,	vid)	115.2
235000solu.dat	235000	11->12	102->3	(102,	vid)	2222.23
235000solu.dat	235000	11->12	2->6	(103,	vid)	115.2
235000solu.dat	235000	12->13	5->6	(114,	vid)	115.2
235000solu.dat	235000	13->14	5->6	(114,	vid)	115.2
235000solu.dat	235000	14->15	5->6	(114,	vid)	115.2
235000solu.dat	235000	15->16	5->6	(114,	vid)	115.2
235000solu.dat	235000	16->17	5->6	(114,	vid)	115.2
235000solu.dat	235000	17->18	5->6	(114,	vid)	115.2
235000solu.dat	235000	18->19	5->6	(114,	vid)	115.2
235000solu.dat	235000	19->20	3->6	(102,	vid)	115.2
235000solu.dat	235000	20->21	114->5	(114,	vid)	2222.23
235000solu.dat	235000	20->21	2->6	(103,	vid)	115.2
235000solu.dat	235000	21->22	3->6	(102,	vid)	115.2
235000solu.dat	235000	22->23	5->6	(114,	vid)	115.2
235000solu.dat	235000	23->24	5->6	(114,	vid)	115.2
235000solu.dat	235000	24->25	5->6	(114,	vid)	115.2
235000solu.dat	235000	25->26	5->6	(114,	vid)	115.2
235000solu.dat	235000	26->27	5->6	(114,	vid)	115.2
235000solu.dat	235000	27->28	5->6	(114,	vid)	115.2
235000solu.dat	235000	28->29	5->6	(114,	vid)	115.2
235000solu.dat	235000	29->30	5->6	(114,	vid)	115.2
235000solu.dat	235000	30->31	5->6	(114,	vid)	115.2
235000solu.dat	235000	31->32	5->6	(114,	vid)	115.2
235000solu.dat	235000	32->33	5->6	(114,	vid)	115.2
235000solu.dat	235000	33->34	5->6	(114,	vid)	115.2
235000solu.dat	235000	34->35	5->6	(114,	vid)	115.2
235000solu.dat	235000	35->36	5->6	(114,	vid)	115.2
235000solu.dat	235000	36->37	5->6	(114,	vid)	115.2
235000solu.dat	235000	37->38	5->6	(114,	vid)	115.2
235000solu.dat	235000	38->39	5->6	(114,	vid)	115.2
235000solu.dat	235000	39->40	5->6	(114,	vid)	115.2
235000solu.dat	235000	40->41	5->6	(114,	vid)	115.2
235000solu.dat	235000	41->42	5->6	(114,	vid)	115.2
235000solu.dat	235000	42->43	5->6	(114,	vid)	115.2
235000solu.dat	235000	43->44	5->6	(114,	vid)	115.2
235000solu.dat	235000	44->45	5->6	(114,	vid)	115.2
235000solu.dat	235000	45->46	5->6	(114,	vid)	115.2
235000solu.dat	235000	46->47	5->6	(114,	vid)	115.2
235000solu.dat	235000	47->48	5->6	(114,	vid)	115.2
235000solu.dat	235000	48->49	5->6	(114,	vid)	115.2
235000solu.dat	235000	49->50	5->6	(114,	vid)	115.2
235000solu.dat	235000	50->51	102->3	(102,	vid)	2222.23
235000solu.dat	235000	50->51	5->6	(114,	vid)	115.2
235000solu.dat	235000	51->52	5->6	(114,	vid)	115.2
235000solu.dat	235000	52->53	103->3	(103,	vid)	2222.23
235000solu.dat	235000	52->53	5->6	(114,	vid)	115.2
235000solu.dat	235000	53->54	114->5	(114,	vid)	2222.23
235000solu.dat	235000	53->54	5->6	(114,	vid)	115.2
235000solu.dat	235000	54->55	5->6	(114,	vid)	115.2
235000solu.dat	235000	55->56	103->3	(103,	vid)	2222.23
235000solu.dat	235000	55->56	5->6	(114,	vid)	115.2
235000solu.dat	235000	56->57	114->5	(114,	vid)	2222.23
235000solu.dat	235000	56->57	2->6	(103,	vid)	115.2
235000solu.dat	235000	57->58	102->3	(102,	vid)	2222.23
235000solu.dat	235000	57->58	103->3	(103,	vid)	2222.23
235000solu.dat	235000	58->59	114->5	(114,	vid)	1142.18
235000solu.dat	235000	58->59	5->6	(114,	vid)	115.2
235000solu.dat	235000	59->60	2->8	(102,	vid)	2222.23
235000solu.dat	235000	59->60	2->9	(103,	vid)	1761.43
235000solu.dat	235000	59->60	3->9	(102,	vid)	8658.51
235000solu.dat	235000	59->60	3->9	(103,	vid)	8888.91
235000solu.dat	235000	59->60	5->9	(114,	vid)	5241.03
235000solu.dat	235000	59->60	6->7	(103,	pic)	1.7
235000solu.dat	235000	59->60	6->7	(103,	vid)	460.8
235000solu.dat	235000	59->60	6->7	(114,	vid)	5870.1
235000solu.dat	235000	59->60	6->8	(102,	pic)	1.7
235000solu.dat	235000	59->60	6->9	(102,	vid)	230.4
235000solu.dat	235000	59->60	6->9	(114,	pic)	1.7
551000solu.dat	551000	0->1	103->5	(103,	pic)	1.7
551000solu.dat	551000	0->1	103->5	(103,	vid)	1036.8
551000solu.dat	551000	0->1	116->7	(116,	vid)	115.2
551000solu.dat	551000	1->2	116->7	(116,	vid)	115.2
551000solu.dat	551000	1->2	7->10	(116,	vid)	115.2
551000solu.dat	551000	2->3	116->8	(116,	vid)	115.2
551000solu.dat	551000	2->3	7->10	(116,	vid)	115.2
551000solu.dat	551000	3->4	116->8	(116,	vid)	115.2
551000solu.dat	551000	3->4	8->10	(116,	vid)	115.2
551000solu.dat	551000	4->5	116->8	(116,	vid)	115.2
551000solu.dat	551000	4->5	8->10	(116,	vid)	115.2
551000solu.dat	551000	5->6	116->8	(116,	vid)	115.2
551000solu.dat	551000	5->6	8->10	(116,	vid)	115.2
551000solu.dat	551000	6->7	116->8	(116,	vid)	113.5
551000solu.dat	551000	6->7	8->10	(116,	vid)	115.2
551000solu.dat	551000	7->8	116->8	(116,	vid)	115.2
551000solu.dat	551000	7->8	5->10	(103,	pic)	1.7
551000solu.dat	551000	7->8	8->10	(116,	vid)	113.5
551000solu.dat	551000	8->9	116->7	(116,	vid)	115.2
551000solu.dat	551000	8->9	8->10	(116,	vid)	115.2
551000solu.dat	551000	9->10	7->10	(116,	vid)	115.2
551000solu.dat	551000	10->11	5->10	(103,	vid)	115.2
551000solu.dat	551000	11->12	5->10	(103,	vid)	115.2
551000solu.dat	551000	12->13	5->10	(103,	vid)	115.2
551000solu.dat	551000	13->14	5->10	(103,	vid)	115.2
551000solu.dat	551000	14->15	5->10	(103,	vid)	115.2
551000solu.dat	551000	15->16	5->10	(103,	vid)	115.2
551000solu.dat	551000	16->17	5->10	(103,	vid)	115.2
551000solu.dat	551000	17->18	5->10	(103,	vid)	115.2
551000solu.dat	551000	18->19	103->5	(103,	vid)	115.2
551000solu.dat	551000	18->19	5->10	(103,	vid)	115.2
551000solu.dat	551000	19->20	103->5	(103,	vid)	115.2
551000solu.dat	551000	19->20	5->10	(103,	vid)	115.2
551000solu.dat	551000	20->21	103->5	(103,	vid)	115.2
551000solu.dat	551000	20->21	5->10	(103,	vid)	115.2
551000solu.dat	551000	21->22	116->7	(116,	vid)	115.2
551000solu.dat	551000	21->22	5->10	(103,	vid)	115.2
551000solu.dat	551000	22->23	116->7	(116,	vid)	115.2
551000solu.dat	551000	22->23	7->10	(116,	vid)	115.2
551000solu.dat	551000	23->24	116->7	(116,	vid)	115.2
551000solu.dat	551000	23->24	7->10	(116,	vid)	115.2
551000solu.dat	551000	24->25	116->7	(116,	vid)	115.2
551000solu.dat	551000	24->25	7->10	(116,	vid)	115.2
551000solu.dat	551000	25->26	116->7	(116,	vid)	115.2
551000solu.dat	551000	25->26	7->10	(116,	vid)	115.2
551000solu.dat	551000	26->27	116->7	(116,	vid)	115.2
551000solu.dat	551000	26->27	7->10	(116,	vid)	115.2
551000solu.dat	551000	27->28	116->8	(116,	vid)	115.2
551000solu.dat	551000	27->28	7->10	(116,	vid)	115.2
551000solu.dat	551000	28->29	103->5	(103,	vid)	115.2
551000solu.dat	551000	28->29	8->10	(116,	vid)	115.2
551000solu.dat	551000	29->30	103->5	(103,	vid)	115.2
551000solu.dat	551000	29->30	5->10	(103,	vid)	115.2
551000solu.dat	551000	30->31	103->5	(103,	vid)	115.2
551000solu.dat	551000	30->31	5->10	(103,	vid)	115.2
551000solu.dat	551000	31->32	103->5	(103,	vid)	115.2
551000solu.dat	551000	31->32	5->10	(103,	vid)	115.2
551000solu.dat	551000	32->33	103->5	(103,	vid)	115.2
551000solu.dat	551000	32->33	5->10	(103,	vid)	115.2
551000solu.dat	551000	33->34	103->5	(103,	vid)	115.2
551000solu.dat	551000	33->34	5->10	(103,	vid)	115.2
551000solu.dat	551000	34->35	103->5	(103,	vid)	115.2
551000solu.dat	551000	34->35	5->10	(103,	vid)	115.2
551000solu.dat	551000	35->36	103->5	(103,	vid)	115.2
551000solu.dat	551000	35->36	5->10	(103,	vid)	115.2
551000solu.dat	551000	36->37	103->5	(103,	vid)	115.2
551000solu.dat	551000	36->37	5->10	(103,	vid)	115.2
551000solu.dat	551000	37->38	103->5	(103,	vid)	115.2
551000solu.dat	551000	37->38	5->10	(103,	vid)	115.2
551000solu.dat	551000	38->39	103->5	(103,	vid)	115.2
551000solu.dat	551000	38->39	5->10	(103,	vid)	115.2
551000solu.dat	551000	39->40	103->5	(103,	vid)	115.2
551000solu.dat	551000	39->40	5->10	(103,	vid)	115.2
551000solu.dat	551000	40->41	103->5	(103,	vid)	115.2
551000solu.dat	551000	40->41	5->10	(103,	vid)	115.2
551000solu.dat	551000	41->42	103->5	(103,	vid)	115.2
551000solu.dat	551000	41->42	5->10	(103,	vid)	115.2
551000solu.dat	551000	42->43	103->5	(103,	vid)	115.2
551000solu.dat	551000	42->43	5->10	(103,	vid)	115.2
551000solu.dat	551000	43->44	103->5	(103,	vid)	115.2
551000solu.dat	551000	43->44	5->10	(103,	vid)	115.2
551000solu.dat	551000	44->45	103->5	(103,	vid)	115.2
551000solu.dat	551000	44->45	5->10	(103,	vid)	115.2
551000solu.dat	551000	45->46	103->5	(103,	vid)	1103.65
551000solu.dat	551000	45->46	5->10	(103,	vid)	115.2
551000solu.dat	551000	46->47	103->5	(103,	vid)	2222.23
551000solu.dat	551000	46->47	116->8	(116,	vid)	2222.23
551000solu.dat	551000	46->47	5->10	(103,	vid)	115.2
551000solu.dat	551000	47->48	103->5	(103,	vid)	2222.23
551000solu.dat	551000	47->48	116->7	(116,	vid)	2222.23
551000solu.dat	551000	47->48	116->8	(116,	vid)	2222.23
551000solu.dat	551000	47->48	8->10	(116,	vid)	115.2
551000solu.dat	551000	48->49	103->5	(103,	vid)	2222.23
551000solu.dat	551000	48->49	116->7	(116,	pic)	1.7
551000solu.dat	551000	48->49	116->7	(116,	vid)	2222.23
551000solu.dat	551000	48->49	116->8	(116,	vid)	380.73
551000solu.dat	551000	49->50	5->13	(103,	vid)	7655.13
551000solu.dat	551000	49->50	7->13	(116,	vid)	4444.45
551000solu.dat	551000	49->50	7->14	(116,	pic)	1.7
551000solu.dat	551000	49->50	8->13	(116,	vid)	4709.98
551000solu.dat	551000	49->50	10->12	(103,	vid)	3456.0
551000solu.dat	551000	49->50	10->13	(103,	pic)	1.7
551000solu.dat	551000	49->50	10->14	(116,	vid)	1956.7
706000solu.dat	706000	0->1	108->3	(108,	pic)	1.7
706000solu.dat	706000	0->1	110->1	(110,	pic)	1.7
706000solu.dat	706000	0->1	110->1	(110,	vid)	2222.23
706000solu.dat	706000	1->2	108->3	(108,	vid)	2222.23
706000solu.dat	706000	1->2	110->1	(110,	vid)	2222.23
706000solu.dat	706000	1->2	1->4	(110,	pic)	1.7
706000solu.dat	706000	2->3	110->1	(110,	vid)	2222.23
706000solu.dat	706000	2->3	3->4	(108,	pic)	1.7
706000solu.dat	706000	4->5	108->3	(108,	vid)	2222.23
706000solu.dat	706000	4->5	110->1	(110,	vid)	2222.23
706000solu.dat	706000	5->6	108->3	(108,	vid)	2222.23
706000solu.dat	706000	5->6	110->1	(110,	vid)	2222.23
706000solu.dat	706000	6->7	3->4	(108,	vid)	115.2
706000solu.dat	706000	9->10	1->4	(110,	vid)	115.2
706000solu.dat	706000	10->11	1->4	(110,	vid)	115.2
706000solu.dat	706000	11->12	1->4	(110,	vid)	115.2
706000solu.dat	706000	12->13	1->4	(110,	vid)	115.2
706000solu.dat	706000	13->14	1->4	(110,	vid)	115.2
706000solu.dat	706000	14->15	1->4	(110,	vid)	115.2
706000solu.dat	706000	15->16	1->4	(110,	vid)	115.2
706000solu.dat	706000	16->17	1->4	(110,	vid)	115.2
706000solu.dat	706000	17->18	1->4	(110,	vid)	115.2
706000solu.dat	706000	18->19	1->4	(110,	vid)	115.2
706000solu.dat	706000	19->20	1->4	(110,	vid)	115.2
706000solu.dat	706000	20->21	1->4	(110,	vid)	115.2
706000solu.dat	706000	21->22	1->4	(110,	vid)	115.2
706000solu.dat	706000	22->23	1->4	(110,	vid)	115.2
706000solu.dat	706000	23->24	1->4	(110,	vid)	115.2
706000solu.dat	706000	24->25	1->4	(110,	vid)	115.2
706000solu.dat	706000	25->26	1->4	(110,	vid)	115.2
706000solu.dat	706000	26->27	1->4	(110,	vid)	115.2
706000solu.dat	706000	27->28	1->4	(110,	vid)	115.2
706000solu.dat	706000	28->29	1->4	(110,	vid)	115.2
706000solu.dat	706000	29->30	1->4	(110,	vid)	115.2
706000solu.dat	706000	30->31	1->4	(110,	vid)	115.2
706000solu.dat	706000	31->32	1->4	(110,	vid)	115.2
706000solu.dat	706000	32->33	1->4	(110,	vid)	115.2
706000solu.dat	706000	33->34	1->4	(110,	vid)	115.2
706000solu.dat	706000	34->35	1->4	(110,	vid)	115.2
706000solu.dat	706000	35->36	1->4	(110,	vid)	115.2
706000solu.dat	706000	36->37	1->4	(110,	vid)	115.2
706000solu.dat	706000	37->38	1->4	(110,	vid)	115.2
706000solu.dat	706000	38->39	1->4	(110,	vid)	115.2
706000solu.dat	706000	39->40	1->4	(110,	vid)	115.2
706000solu.dat	706000	40->41	1->4	(110,	vid)	115.2
706000solu.dat	706000	41->42	1->4	(110,	vid)	115.2
706000solu.dat	706000	42->43	1->4	(110,	vid)	115.2
706000solu.dat	706000	43->44	1->4	(110,	vid)	115.2
706000solu.dat	706000	44->45	1->4	(110,	vid)	115.2
706000solu.dat	706000	45->46	1->4	(110,	vid)	115.2
706000solu.dat	706000	46->47	1->4	(110,	vid)	115.2
706000solu.dat	706000	47->48	1->4	(110,	vid)	115.2
706000solu.dat	706000	48->49	1->4	(110,	vid)	115.2
706000solu.dat	706000	49->50	1->4	(110,	vid)	115.2
706000solu.dat	706000	50->51	1->4	(110,	vid)	115.2
706000solu.dat	706000	51->52	1->4	(110,	vid)	115.2
706000solu.dat	706000	52->53	1->4	(110,	vid)	115.2
706000solu.dat	706000	53->54	1->4	(110,	vid)	115.2
706000solu.dat	706000	54->55	1->4	(110,	vid)	115.2
706000solu.dat	706000	55->56	1->4	(110,	vid)	115.2
706000solu.dat	706000	56->57	1->4	(110,	vid)	115.2
706000solu.dat	706000	57->58	1->4	(110,	vid)	115.2
706000solu.dat	706000	58->59	1->4	(110,	vid)	115.2
706000solu.dat	706000	59->60	1->4	(110,	vid)	115.2
706000solu.dat	706000	60->61	1->4	(110,	vid)	115.2
706000solu.dat	706000	61->62	1->4	(110,	vid)	115.2
706000solu.dat	706000	62->63	1->4	(110,	vid)	115.2
706000solu.dat	706000	63->64	1->4	(110,	vid)	115.2
706000solu.dat	706000	64->65	1->4	(110,	vid)	115.2
706000solu.dat	706000	65->66	1->4	(110,	vid)	115.2
706000solu.dat	706000	66->67	1->4	(110,	vid)	115.2
706000solu.dat	706000	67->68	1->4	(110,	vid)	115.2
706000solu.dat	706000	68->69	1->4	(110,	vid)	115.2
706000solu.dat	706000	69->70	1->4	(110,	vid)	115.2
706000solu.dat	706000	70->71	1->4	(110,	vid)	115.2
706000solu.dat	706000	71->72	1->4	(110,	vid)	115.2
706000solu.dat	706000	72->73	1->4	(110,	vid)	115.2
706000solu.dat	706000	73->74	1->4	(110,	vid)	115.2
706000solu.dat	706000	74->75	1->4	(110,	vid)	115.2
706000solu.dat	706000	75->76	1->4	(110,	vid)	115.2
706000solu.dat	706000	76->77	1->4	(110,	vid)	115.2
706000solu.dat	706000	77->78	1->4	(110,	vid)	115.2
706000solu.dat	706000	78->79	1->4	(110,	vid)	115.2
706000solu.dat	706000	79->80	1->4	(110,	vid)	115.2
706000solu.dat	706000	80->81	1->4	(110,	vid)	115.2
706000solu.dat	706000	81->82	1->4	(110,	vid)	115.2
706000solu.dat	706000	82->83	1->4	(110,	vid)	115.2
706000solu.dat	706000	83->84	1->4	(110,	vid)	115.2
706000solu.dat	706000	84->85	1->4	(110,	vid)	115.2
706000solu.dat	706000	85->86	1->4	(110,	vid)	115.2
706000solu.dat	706000	86->87	108->3	(108,	vid)	2222.23
706000solu.dat	706000	89->90	108->3	(108,	vid)	2222.23
706000solu.dat	706000	91->92	1->6	(110,	vid)	2240.73
706000solu.dat	706000	91->92	3->6	(108,	vid)	10995.93
706000solu.dat	706000	91->92	4->6	(108,	pic)	1.7
706000solu.dat	706000	91->92	4->6	(108,	vid)	115.2
706000solu.dat	706000	91->92	4->6	(110,	pic)	1.7
706000solu.dat	706000	91->92	4->6	(110,	vid)	8870.4
340000solu.dat	340000	0->1	110->3	(110,	pic)	1.7
340000solu.dat	340000	0->1	112->3	(112,	pic)	1.7
340000solu.dat	340000	1->2	110->3	(110,	vid)	115.2
340000solu.dat	340000	1->2	3->7	(110,	pic)	1.7
340000solu.dat	340000	1->2	3->7	(112,	pic)	1.7
340000solu.dat	340000	2->3	110->3	(110,	vid)	2222.23
340000solu.dat	340000	2->3	3->7	(110,	vid)	115.2
340000solu.dat	340000	3->4	112->3	(112,	vid)	1233.77
340000solu.dat	340000	4->5	110->3	(110,	vid)	2222.23
340000solu.dat	340000	9->10	3->7	(110,	vid)	115.2
340000solu.dat	340000	10->11	112->3	(112,	vid)	2222.23
340000solu.dat	340000	10->11	3->7	(110,	vid)	115.2
340000solu.dat	340000	11->12	3->7	(112,	vid)	115.2
340000solu.dat	340000	12->13	3->7	(112,	vid)	115.2
340000solu.dat	340000	13->14	3->7	(112,	vid)	115.2
340000solu.dat	340000	14->15	3->7	(112,	vid)	115.2
340000solu.dat	340000	15->16	3->7	(112,	vid)	115.2
340000solu.dat	340000	16->17	3->7	(112,	vid)	115.2
340000solu.dat	340000	17->18	3->7	(112,	vid)	115.2
340000solu.dat	340000	18->19	3->7	(112,	vid)	115.2
340000solu.dat	340000	19->20	3->7	(112,	vid)	115.2
340000solu.dat	340000	20->21	3->7	(112,	vid)	115.2
340000solu.dat	340000	21->22	3->7	(112,	vid)	115.2
340000solu.dat	340000	22->23	3->7	(112,	vid)	115.2
340000solu.dat	340000	23->24	3->7	(112,	vid)	115.2
340000solu.dat	340000	24->25	3->7	(112,	vid)	115.2
340000solu.dat	340000	25->26	3->7	(112,	vid)	115.2
340000solu.dat	340000	26->27	3->7	(112,	vid)	115.2
340000solu.dat	340000	27->28	3->7	(112,	vid)	115.2
340000solu.dat	340000	28->29	3->7	(112,	vid)	115.2
340000solu.dat	340000	29->30	3->7	(112,	vid)	115.2
340000solu.dat	340000	30->31	3->7	(112,	vid)	115.2
340000solu.dat	340000	31->32	3->7	(112,	vid)	115.2
340000solu.dat	340000	32->33	3->7	(112,	vid)	115.2
340000solu.dat	340000	33->34	3->7	(112,	vid)	115.2
340000solu.dat	340000	34->35	3->7	(112,	vid)	115.2
340000solu.dat	340000	35->36	110->3	(110,	vid)	2222.23
340000solu.dat	340000	35->36	3->7	(112,	vid)	115.2
340000solu.dat	340000	36->37	3->7	(112,	vid)	115.2
340000solu.dat	340000	37->38	3->7	(112,	vid)	115.2
340000solu.dat	340000	38->39	3->7	(112,	vid)	115.2
340000solu.dat	340000	39->40	3->7	(112,	vid)	115.2
340000solu.dat	340000	40->41	112->3	(112,	vid)	115.2
340000solu.dat	340000	40->41	3->7	(112,	vid)	115.2
340000solu.dat	340000	41->42	112->3	(112,	vid)	115.2
340000solu.dat	340000	41->42	3->7	(112,	vid)	115.2
340000solu.dat	340000	42->43	112->3	(112,	vid)	115.2
340000solu.dat	340000	42->43	3->7	(112,	vid)	115.2
340000solu.dat	340000	43->44	112->3	(112,	vid)	345.6
340000solu.dat	340000	43->44	3->7	(112,	vid)	115.2
340000solu.dat	340000	44->45	3->7	(112,	vid)	115.2
340000solu.dat	340000	45->46	110->3	(110,	vid)	2222.23
340000solu.dat	340000	45->46	3->7	(112,	vid)	115.2
340000solu.dat	340000	46->47	112->3	(112,	vid)	115.2
340000solu.dat	340000	46->47	3->7	(112,	vid)	115.2
340000solu.dat	340000	47->48	112->3	(112,	vid)	115.2
340000solu.dat	340000	47->48	3->7	(112,	vid)	115.2
340000solu.dat	340000	48->49	110->3	(110,	vid)	2107.03
340000solu.dat	340000	48->49	112->3	(112,	vid)	576.0
340000solu.dat	340000	48->49	3->7	(112,	vid)	115.2
340000solu.dat	340000	49->50	3->7	(112,	vid)	115.2
340000solu.dat	340000	50->51	3->7	(112,	vid)	115.2
340000solu.dat	340000	51->52	3->7	(112,	vid)	115.2
340000solu.dat	340000	52->53	3->7	(112,	vid)	115.2
340000solu.dat	340000	53->54	112->3	(112,	vid)	2222.23
340000solu.dat	340000	53->54	3->7	(112,	vid)	115.2
340000solu.dat	340000	54->55	3->7	(112,	vid)	115.2
340000solu.dat	340000	55->56	3->7	(112,	vid)	115.2
340000solu.dat	340000	56->57	3->7	(112,	vid)	115.2
340000solu.dat	340000	57->58	3->7	(112,	vid)	115.2
340000solu.dat	340000	58->59	112->3	(112,	vid)	2222.23
340000solu.dat	340000	58->59	3->7	(110,	vid)	115.2
340000solu.dat	340000	59->60	3->7	(110,	vid)	115.2
340000solu.dat	340000	60->61	3->7	(110,	vid)	115.2
340000solu.dat	340000	61->62	112->3	(112,	vid)	1713.08
340000solu.dat	340000	61->62	3->7	(110,	vid)	115.2
340000solu.dat	340000	62->63	3->7	(110,	vid)	115.2
340000solu.dat	340000	63->64	3->9	(110,	vid)	10189.53
340000solu.dat	340000	63->64	3->9	(112,	vid)	5696.73
340000solu.dat	340000	63->64	7->9	(110,	pic)	1.7
340000solu.dat	340000	63->64	7->9	(110,	vid)	921.6
340000solu.dat	340000	63->64	7->9	(112,	pic)	1.7
340000solu.dat	340000	63->64	7->9	(112,	vid)	5414.4
379000solu.dat	379000	0->1	107->4	(107,	vid)	2222.23
379000solu.dat	379000	3->4	107->4	(107,	vid)	278.75
379000solu.dat	379000	3->4	4->10	(107,	vid)	115.2
379000solu.dat	379000	4->5	4->10	(107,	vid)	115.2
379000solu.dat	379000	5->6	4->10	(107,	vid)	115.2
379000solu.dat	379000	6->7	107->4	(107,	vid)	2222.23
379000solu.dat	379000	6->7	4->10	(107,	vid)	115.2
379000solu.dat	379000	7->8	4->10	(107,	vid)	115.2
379000solu.dat	379000	9->10	4->10	(107,	vid)	115.2
379000solu.dat	379000	17->18	4->10	(107,	vid)	115.2
379000solu.dat	379000	20->21	4->10	(107,	vid)	115.2
