fname	inst_name	target	consumer	has_path
351000path.dat	351000	109	11	False
351000path.dat	351000	109	12	False
351000path.dat	351000	110	11	False
351000path.dat	351000	110	12	False
351000path.dat	351000	111	11	True
351000path.dat	351000	111	12	True
351000path.dat	351000	112	11	False
351000path.dat	351000	112	12	False
351000path.dat	351000	113	11	False
351000path.dat	351000	113	12	False
351000path.dat	351000	114	11	False
351000path.dat	351000	114	12	False
351000path.dat	351000	115	11	False
351000path.dat	351000	115	12	False
351000path.dat	351000	116	11	False
351000path.dat	351000	116	12	False
351000path.dat	351000	117	11	False
351000path.dat	351000	117	12	False
351000path.dat	351000	118	11	True
351000path.dat	351000	118	12	True
351000path.dat	351000	119	11	False
351000path.dat	351000	119	12	False
351000path.dat	351000	120	11	False
351000path.dat	351000	120	12	False
351000path.dat	351000	121	11	False
351000path.dat	351000	121	12	False
351000path.dat	351000	122	11	True
351000path.dat	351000	122	12	True
422000path.dat	422000	101	8	True
422000path.dat	422000	101	9	True
422000path.dat	422000	101	10	True
422000path.dat	422000	101	11	True
422000path.dat	422000	102	8	True
422000path.dat	422000	102	9	True
422000path.dat	422000	102	10	True
422000path.dat	422000	102	11	True
422000path.dat	422000	103	8	False
422000path.dat	422000	103	9	False
422000path.dat	422000	103	10	False
422000path.dat	422000	103	11	False
422000path.dat	422000	104	8	False
422000path.dat	422000	104	9	False
422000path.dat	422000	104	10	False
422000path.dat	422000	104	11	False
422000path.dat	422000	105	8	False
422000path.dat	422000	105	9	False
422000path.dat	422000	105	10	False
422000path.dat	422000	105	11	False
422000path.dat	422000	106	8	False
422000path.dat	422000	106	9	False
422000path.dat	422000	106	10	False
422000path.dat	422000	106	11	False
422000path.dat	422000	107	8	False
422000path.dat	422000	107	9	False
422000path.dat	422000	107	10	False
422000path.dat	422000	107	11	False
422000path.dat	422000	108	8	False
422000path.dat	422000	108	9	False
422000path.dat	422000	108	10	False
422000path.dat	422000	108	11	False
422000path.dat	422000	109	8	False
422000path.dat	422000	109	9	False
422000path.dat	422000	109	10	False
422000path.dat	422000	109	11	False
422000path.dat	422000	110	8	False
422000path.dat	422000	110	9	False
422000path.dat	422000	110	10	False
422000path.dat	422000	110	11	False
422000path.dat	422000	111	8	False
422000path.dat	422000	111	9	False
422000path.dat	422000	111	10	False
422000path.dat	422000	111	11	False
422000path.dat	422000	112	8	False
422000path.dat	422000	112	9	False
422000path.dat	422000	112	10	False
422000path.dat	422000	112	11	False
422000path.dat	422000	113	8	True
422000path.dat	422000	113	9	True
422000path.dat	422000	113	10	True
422000path.dat	422000	113	11	True
422000path.dat	422000	114	8	False
422000path.dat	422000	114	9	False
422000path.dat	422000	114	10	False
422000path.dat	422000	114	11	False
422000path.dat	422000	115	8	False
422000path.dat	422000	115	9	False
422000path.dat	422000	115	10	False
422000path.dat	422000	115	11	False
422000path.dat	422000	116	8	False
422000path.dat	422000	116	9	False
422000path.dat	422000	116	10	False
422000path.dat	422000	116	11	False
422000path.dat	422000	117	8	False
422000path.dat	422000	117	9	False
422000path.dat	422000	117	10	False
422000path.dat	422000	117	11	False
422000path.dat	422000	118	8	False
422000path.dat	422000	118	9	False
422000path.dat	422000	118	10	False
422000path.dat	422000	118	11	False
422000path.dat	422000	119	8	False
422000path.dat	422000	119	9	False
422000path.dat	422000	119	10	False
422000path.dat	422000	119	11	False
422000path.dat	422000	120	8	False
422000path.dat	422000	120	9	False
422000path.dat	422000	120	10	False
422000path.dat	422000	120	11	False
422000path.dat	422000	121	8	False
422000path.dat	422000	121	9	False
422000path.dat	422000	121	10	False
422000path.dat	422000	121	11	False
422000path.dat	422000	122	8	False
422000path.dat	422000	122	9	False
422000path.dat	422000	122	10	False
422000path.dat	422000	122	11	False
422000path.dat	422000	123	8	False
422000path.dat	422000	123	9	False
422000path.dat	422000	123	10	False
422000path.dat	422000	123	11	False
295000path.dat	295000	101	9	False
295000path.dat	295000	102	9	True
295000path.dat	295000	103	9	False
295000path.dat	295000	104	9	False
295000path.dat	295000	105	9	False
295000path.dat	295000	106	9	False
295000path.dat	295000	107	9	False
295000path.dat	295000	108	9	False
295000path.dat	295000	109	9	False
295000path.dat	295000	110	9	False
295000path.dat	295000	111	9	True
295000path.dat	295000	112	9	False
295000path.dat	295000	113	9	True
295000path.dat	295000	114	9	False
295000path.dat	295000	115	9	False
295000path.dat	295000	116	9	False
295000path.dat	295000	117	9	False
295000path.dat	295000	118	9	False
295000path.dat	295000	119	9	False
295000path.dat	295000	120	9	False
340000path.dat	340000	101	8	False
340000path.dat	340000	101	9	False
340000path.dat	340000	102	8	False
340000path.dat	340000	102	9	False
340000path.dat	340000	103	8	False
340000path.dat	340000	103	9	False
340000path.dat	340000	104	8	False
340000path.dat	340000	104	9	False
340000path.dat	340000	105	8	False
340000path.dat	340000	105	9	False
340000path.dat	340000	106	8	False
340000path.dat	340000	106	9	False
340000path.dat	340000	107	8	False
340000path.dat	340000	107	9	False
340000path.dat	340000	108	8	False
340000path.dat	340000	108	9	False
340000path.dat	340000	109	8	False
340000path.dat	340000	109	9	False
340000path.dat	340000	110	8	True
340000path.dat	340000	110	9	True
340000path.dat	340000	111	8	False
340000path.dat	340000	111	9	False
340000path.dat	340000	112	8	True
340000path.dat	340000	112	9	True
340000path.dat	340000	113	8	False
340000path.dat	340000	113	9	False
340000path.dat	340000	114	8	False
340000path.dat	340000	114	9	False
340000path.dat	340000	115	8	False
340000path.dat	340000	115	9	False
340000path.dat	340000	116	8	False
340000path.dat	340000	116	9	False
340000path.dat	340000	117	8	False
340000path.dat	340000	117	9	False
340000path.dat	340000	118	8	False
340000path.dat	340000	118	9	False
837000path.dat	837000	101	6	False
837000path.dat	837000	101	7	False
837000path.dat	837000	101	8	False
837000path.dat	837000	102	6	False
837000path.dat	837000	102	7	False
837000path.dat	837000	102	8	False
837000path.dat	837000	103	6	True
837000path.dat	837000	103	7	True
837000path.dat	837000	103	8	True
837000path.dat	837000	104	6	False
837000path.dat	837000	104	7	False
837000path.dat	837000	104	8	False
837000path.dat	837000	105	6	False
837000path.dat	837000	105	7	False
837000path.dat	837000	105	8	False
837000path.dat	837000	106	6	False
837000path.dat	837000	106	7	False
837000path.dat	837000	106	8	False
837000path.dat	837000	107	6	False
837000path.dat	837000	107	7	False
837000path.dat	837000	107	8	False
837000path.dat	837000	108	6	False
837000path.dat	837000	108	7	False
837000path.dat	837000	108	8	False
177000path.dat	177000	101	11	True
177000path.dat	177000	101	12	True
177000path.dat	177000	102	11	False
177000path.dat	177000	102	12	False
177000path.dat	177000	103	11	False
177000path.dat	177000	103	12	False
177000path.dat	177000	104	11	True
177000path.dat	177000	104	12	True
177000path.dat	177000	105	11	False
177000path.dat	177000	105	12	False
177000path.dat	177000	106	11	False
177000path.dat	177000	106	12	False
177000path.dat	177000	107	11	False
177000path.dat	177000	107	12	False
177000path.dat	177000	108	11	True
177000path.dat	177000	108	12	True
177000path.dat	177000	109	11	False
177000path.dat	177000	109	12	False
177000path.dat	177000	110	11	False
177000path.dat	177000	110	12	False
177000path.dat	177000	111	11	False
177000path.dat	177000	111	12	False
177000path.dat	177000	112	11	True
177000path.dat	177000	112	12	True
177000path.dat	177000	113	11	False
177000path.dat	177000	113	12	False
177000path.dat	177000	114	11	False
177000path.dat	177000	114	12	False
177000path.dat	177000	115	11	False
177000path.dat	177000	115	12	False
177000path.dat	177000	116	11	False
177000path.dat	177000	116	12	False
177000path.dat	177000	117	11	False
177000path.dat	177000	117	12	False
177000path.dat	177000	118	11	True
177000path.dat	177000	118	12	True
177000path.dat	177000	119	11	False
177000path.dat	177000	119	12	False
177000path.dat	177000	120	11	False
177000path.dat	177000	120	12	False
551000path.dat	551000	101	11	False
551000path.dat	551000	101	12	False
551000path.dat	551000	101	13	False
551000path.dat	551000	101	14	False
551000path.dat	551000	102	11	False
551000path.dat	551000	102	12	False
551000path.dat	551000	102	13	False
551000path.dat	551000	102	14	False
551000path.dat	551000	103	11	True
551000path.dat	551000	103	12	True
551000path.dat	551000	103	13	True
551000path.dat	551000	103	14	True
551000path.dat	551000	104	11	False
551000path.dat	551000	104	12	False
551000path.dat	551000	104	13	False
551000path.dat	551000	104	14	False
551000path.dat	551000	105	11	False
551000path.dat	551000	105	12	False
551000path.dat	551000	105	13	False
551000path.dat	551000	105	14	False
551000path.dat	551000	106	11	False
551000path.dat	551000	106	12	False
551000path.dat	551000	106	13	False
551000path.dat	551000	106	14	False
551000path.dat	551000	107	11	False
551000path.dat	551000	107	12	False
551000path.dat	551000	107	13	False
551000path.dat	551000	107	14	False
551000path.dat	551000	108	11	False
551000path.dat	551000	108	12	False
551000path.dat	551000	108	13	False
551000path.dat	551000	108	14	False
551000path.dat	551000	109	11	False
551000path.dat	551000	109	12	False
551000path.dat	551000	109	13	False
551000path.dat	551000	109	14	False
551000path.dat	551000	110	11	False
551000path.dat	551000	110	12	False
551000path.dat	551000	110	13	False
551000path.dat	551000	110	14	False
551000path.dat	551000	111	11	False
551000path.dat	551000	111	12	False
551000path.dat	551000	111	13	False
551000path.dat	551000	111	14	False
551000path.dat	551000	112	11	False
551000path.dat	551000	112	12	False
551000path.dat	551000	112	13	False
551000path.dat	551000	112	14	False
551000path.dat	551000	113	11	False
551000path.dat	551000	113	12	False
551000path.dat	551000	113	13	False
551000path.dat	551000	113	14	False
551000path.dat	551000	114	11	False
551000path.dat	551000	114	12	False
551000path.dat	551000	114	13	False
551000path.dat	551000	114	14	False
551000path.dat	551000	115	11	False
551000path.dat	551000	115	12	False
551000path.dat	551000	115	13	False
551000path.dat	551000	115	14	False
551000path.dat	551000	116	11	True
551000path.dat	551000	116	12	True
551000path.dat	551000	116	13	True
551000path.dat	551000	116	14	True
551000path.dat	551000	117	11	False
551000path.dat	551000	117	12	False
551000path.dat	551000	117	13	False
551000path.dat	551000	117	14	False
551000path.dat	551000	118	11	False
551000path.dat	551000	118	12	False
551000path.dat	551000	118	13	False
551000path.dat	551000	118	14	False
551000path.dat	551000	119	11	False
551000path.dat	551000	119	12	False
551000path.dat	551000	119	13	False
551000path.dat	551000	119	14	False
551000path.dat	551000	120	11	False
551000path.dat	551000	120	12	False
551000path.dat	551000	120	13	False
551000path.dat	551000	120	14	False
551000path.dat	551000	121	11	False
551000path.dat	551000	121	12	False
551000path.dat	551000	121	13	False
551000path.dat	551000	121	14	False
235000path.dat	235000	101	7	False
235000path.dat	235000	101	8	False
235000path.dat	235000	101	9	False
235000path.dat	235000	102	7	True
235000path.dat	235000	102	8	True
235000path.dat	235000	102	9	True
235000path.dat	235000	103	7	True
235000path.dat	235000	103	8	True
235000path.dat	235000	103	9	True
235000path.dat	235000	104	7	False
235000path.dat	235000	104	8	False
235000path.dat	235000	104	9	False
235000path.dat	235000	105	7	False
235000path.dat	235000	105	8	False
235000path.dat	235000	105	9	False
235000path.dat	235000	106	7	False
235000path.dat	235000	106	8	False
235000path.dat	235000	106	9	False
235000path.dat	235000	107	7	False
235000path.dat	235000	107	8	False
235000path.dat	235000	107	9	False
235000path.dat	235000	108	7	False
235000path.dat	235000	108	8	False
235000path.dat	235000	108	9	False
235000path.dat	235000	109	7	False
235000path.dat	235000	109	8	False
235000path.dat	235000	109	9	False
235000path.dat	235000	110	7	False
235000path.dat	235000	110	8	False
235000path.dat	235000	110	9	False
235000path.dat	235000	111	7	False
235000path.dat	235000	111	8	False
235000path.dat	235000	111	9	False
235000path.dat	235000	112	7	False
235000path.dat	235000	112	8	False
235000path.dat	235000	112	9	False
235000path.dat	235000	113	7	False
235000path.dat	235000	113	8	False
235000path.dat	235000	113	9	False
235000path.dat	235000	114	7	True
235000path.dat	235000	114	8	True
235000path.dat	235000	114	9	True
235000path.dat	235000	115	7	False
235000path.dat	235000	115	8	False
235000path.dat	235000	115	9	False
235000path.dat	235000	116	7	False
235000path.dat	235000	116	8	False
235000path.dat	235000	116	9	False
235000path.dat	235000	117	7	False
235000path.dat	235000	117	8	False
235000path.dat	235000	117	9	False
379000path.dat	379000	101	11	True
379000path.dat	379000	101	12	True
379000path.dat	379000	102	11	False
379000path.dat	379000	102	12	False
379000path.dat	379000	103	11	False
379000path.dat	379000	103	12	False
379000path.dat	379000	104	11	False
379000path.dat	379000	104	12	False
379000path.dat	379000	105	11	False
379000path.dat	379000	105	12	False
379000path.dat	379000	106	11	False
379000path.dat	379000	106	12	False
379000path.dat	379000	107	11	True
379000path.dat	379000	107	12	True
379000path.dat	379000	108	11	False
379000path.dat	379000	108	12	False
379000path.dat	379000	109	11	False
379000path.dat	379000	109	12	False
379000path.dat	379000	110	11	False
379000path.dat	379000	110	12	False
379000path.dat	379000	111	11	False
379000path.dat	379000	111	12	False
379000path.dat	379000	112	11	False
379000path.dat	379000	112	12	False
379000path.dat	379000	113	11	False
379000path.dat	379000	113	12	False
379000path.dat	379000	114	11	False
379000path.dat	379000	114	12	False
379000path.dat	379000	115	11	False
379000path.dat	379000	115	12	False
379000path.dat	379000	116	11	False
379000path.dat	379000	116	12	False
379000path.dat	379000	117	11	False
379000path.dat	379000	117	12	False
379000path.dat	379000	118	11	False
379000path.dat	379000	118	12	False
379000path.dat	379000	119	11	False
379000path.dat	379000	119	12	False
379000path.dat	379000	120	11	False
379000path.dat	379000	120	12	False
379000path.dat	379000	121	11	False
379000path.dat	379000	121	12	False
379000path.dat	379000	122	11	False
379000path.dat	379000	122	12	False
681000path.dat	681000	101	7	False
681000path.dat	681000	102	7	False
681000path.dat	681000	103	7	False
681000path.dat	681000	104	7	False
681000path.dat	681000	105	7	False
681000path.dat	681000	106	7	True
681000path.dat	681000	107	7	False
681000path.dat	681000	108	7	False
681000path.dat	681000	109	7	False
458000path.dat	458000	101	12	False
458000path.dat	458000	101	13	False
458000path.dat	458000	102	12	True
458000path.dat	458000	102	13	True
458000path.dat	458000	103	12	False
458000path.dat	458000	103	13	False
458000path.dat	458000	104	12	True
458000path.dat	458000	104	13	True
458000path.dat	458000	105	12	True
458000path.dat	458000	105	13	True
458000path.dat	458000	106	12	False
458000path.dat	458000	106	13	False
458000path.dat	458000	107	12	False
458000path.dat	458000	107	13	False
458000path.dat	458000	108	12	True
458000path.dat	458000	108	13	True
458000path.dat	458000	109	12	False
458000path.dat	458000	109	13	False
458000path.dat	458000	110	12	True
458000path.dat	458000	110	13	True
458000path.dat	458000	111	12	False
458000path.dat	458000	111	13	False
458000path.dat	458000	112	12	False
458000path.dat	458000	112	13	False
458000path.dat	458000	113	12	False
458000path.dat	458000	113	13	False
458000path.dat	458000	114	12	False
458000path.dat	458000	114	13	False
458000path.dat	458000	115	12	False
458000path.dat	458000	115	13	False
458000path.dat	458000	116	12	False
458000path.dat	458000	116	13	False
458000path.dat	458000	117	12	False
458000path.dat	458000	117	13	False
458000path.dat	458000	118	12	False
458000path.dat	458000	118	13	False
458000path.dat	458000	119	12	False
458000path.dat	458000	119	13	False
458000path.dat	458000	120	12	False
458000path.dat	458000	120	13	False
458000path.dat	458000	121	12	False
458000path.dat	458000	121	13	False
826000path.dat	826000	101	7	False
826000path.dat	826000	101	8	False
826000path.dat	826000	102	7	True
826000path.dat	826000	102	8	True
826000path.dat	826000	103	7	False
826000path.dat	826000	103	8	False
826000path.dat	826000	104	7	False
826000path.dat	826000	104	8	False
826000path.dat	826000	105	7	True
826000path.dat	826000	105	8	True
826000path.dat	826000	106	7	False
826000path.dat	826000	106	8	False
826000path.dat	826000	107	7	False
826000path.dat	826000	107	8	False
826000path.dat	826000	108	7	False
826000path.dat	826000	108	8	False
826000path.dat	826000	109	7	False
826000path.dat	826000	109	8	False
826000path.dat	826000	110	7	False
826000path.dat	826000	110	8	False
826000path.dat	826000	111	7	False
826000path.dat	826000	111	8	False
268000path.dat	268000	101	11	False
268000path.dat	268000	102	11	False
268000path.dat	268000	103	11	False
268000path.dat	268000	104	11	False
268000path.dat	268000	105	11	False
268000path.dat	268000	106	11	False
268000path.dat	268000	107	11	False
268000path.dat	268000	108	11	False
268000path.dat	268000	109	11	False
268000path.dat	268000	110	11	True
268000path.dat	268000	111	11	False
268000path.dat	268000	112	11	False
268000path.dat	268000	113	11	False
268000path.dat	268000	114	11	False
268000path.dat	268000	115	11	False
268000path.dat	268000	116	11	True
268000path.dat	268000	117	11	False
268000path.dat	268000	118	11	False
268000path.dat	268000	119	11	True
874000path.dat	874000	101	6	True
874000path.dat	874000	101	7	True
874000path.dat	874000	101	8	True
874000path.dat	874000	102	6	False
874000path.dat	874000	102	7	False
874000path.dat	874000	102	8	False
874000path.dat	874000	103	6	False
874000path.dat	874000	103	7	False
874000path.dat	874000	103	8	False
874000path.dat	874000	104	6	False
874000path.dat	874000	104	7	False
874000path.dat	874000	104	8	False
874000path.dat	874000	105	6	False
874000path.dat	874000	105	7	False
874000path.dat	874000	105	8	False
874000path.dat	874000	106	6	False
874000path.dat	874000	106	7	False
874000path.dat	874000	106	8	False
874000path.dat	874000	107	6	False
874000path.dat	874000	107	7	False
874000path.dat	874000	107	8	False
874000path.dat	874000	108	6	False
874000path.dat	874000	108	7	False
874000path.dat	874000	108	8	False
874000path.dat	874000	109	6	False
874000path.dat	874000	109	7	False
874000path.dat	874000	109	8	False
874000path.dat	874000	110	6	True
874000path.dat	874000	110	7	True
874000path.dat	874000	110	8	True
874000path.dat	874000	111	6	False
874000path.dat	874000	111	7	False
874000path.dat	874000	111	8	False
874000path.dat	874000	112	6	False
874000path.dat	874000	112	7	False
874000path.dat	874000	112	8	False
874000path.dat	874000	113	6	False
874000path.dat	874000	113	7	False
874000path.dat	874000	113	8	False
